32233,,SH600 Used to create Cal File,,,,,,,,,,,,,,Test time: about 20 minutes,,,,,,,,,,,,,,,,,,,,Test Time: about 80 minutes
Monthly Horn Check,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Test time: about 2.5 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
,,Horn,Reference Data,Date, , , ,,,,,,,Horn,Reference Data,Date,,,,,,,,,,,,,,Not using these horns for cal file anymore.,,,,,,
,,SH400,NIST,3/3/26,,,,,,,,,,SH2000-457,NIST,3/3/2026,,,,,,,,,,,,,,SH400 &SH2000 combined to make cal file,,Monthly,Monthly,,,
,,Frequency (MHz),Efficiency* (dB),Efficiency,,,,,,,,,,Frequency (MHz),Efficiency* (dB),Efficiency,,,,,,,,,,,,,,SH600,NIST,6/23/2023,11/20/2023,,,
,,4200,-0.11,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4190,-0.18,0.17,-0.21,,,
,,4210,-0.11,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,4200,-0.18,-0.01,-0.38,,,
,,4220,-0.11,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,4210,-0.18,0.02,-0.36,,,
,,4230,-0.11,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4220,-0.19,0.19,-0.2,,,
,,4240,-0.12,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4230,-0.18,-0.01,-0.4,,,
,,4250,-0.11,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4240,-0.19,-0.28,-0.67,,,
,,4260,-0.11,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,4250,-0.18,-0.03,-0.41,,,
,,4270,-0.11,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,4260,-0.18,0.15,-0.23,,,
,,4280,-0.11,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4270,-0.18,0.07,-0.3,,,
,,4290,-0.12,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4280,-0.18,0.04,-0.33,,,
,,4300,-0.12,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,4290,-0.18,0.06,-0.31,,,
,,4310,-0.12,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,4300,-0.18,0,-0.38,,,
,,4320,-0.12,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4310,-0.18,-0.08,-0.46,,,
,,4330,-0.12,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4320,-0.18,0.19,-0.18,,,
,,4340,-0.12,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,4330,-0.18,0.16,-0.21,,,
,,4350,-0.12,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4340,-0.17,-0.01,-0.38,,,
,,4360,-0.12,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4350,-0.17,0.07,-0.29,,,
,,4370,-0.12,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4360,-0.17,0.19,-0.17,,,
,,4380,-0.12,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4370,-0.17,0.16,-0.21,,,
,,4390,-0.12,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4380,-0.17,0.03,-0.34,,,
,,4400,-0.12,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4390,-0.17,0.15,-0.21,,,
,,4410,-0.12,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4400,-0.16,0.17,-0.19,,,
,,4420,-0.12,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4410,-0.16,0.14,-0.22,,,
,,4430,-0.13,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4420,-0.16,0.15,-0.21,,,
,,4440,-0.13,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4430,-0.16,0.07,-0.29,,,
,,4450,-0.13,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4440,-0.17,-0.02,-0.38,,,
,,4460,-0.13,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4450,-0.16,0.14,-0.22,,,
,,4470,-0.13,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4460,-0.16,0.23,-0.12,,,
,,4480,-0.14,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4470,-0.17,0.02,-0.32,,,
,,4490,-0.14,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,4480,-0.16,-0.04,-0.38,,,
,,4500,-0.14,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4490,-0.17,0.2,-0.14,,,
,,4510,-0.14,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4500,-0.17,0.11,-0.23,,,
,,4520,-0.15,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,4510,-0.17,-0.26,-0.6,,,
,,4530,-0.15,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,4520,-0.18,-0.17,-0.51,,,
,,4540,-0.15,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4530,-0.18,0.25,-0.09,,,
,,4550,-0.15,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,4540,-0.18,0.21,-0.11,,,
,,4560,-0.15,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,4550,-0.18,-0.2,-0.52,,,
,,4570,-0.15,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,4560,-0.18,-0.22,-0.53,,,
,,4580,-0.15,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4570,-0.19,0,-0.32,,,
,,4590,-0.15,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4580,-0.19,-0.05,-0.37,,,
,,4600,-0.15,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,4590,-0.2,-0.05,-0.38,,,
,,4610,-0.15,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,4600,-0.2,-0.04,-0.35,,,
,,4620,-0.15,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,4610,-0.2,-0.07,-0.38,,,
,,4630,-0.15,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4620,-0.21,-0.16,-0.47,,,
,,4640,-0.15,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,4630,-0.21,-0.03,-0.33,,,
,,4650,-0.15,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4640,-0.21,0.04,-0.26,,,
,,4660,-0.15,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,4650,-0.21,-0.13,-0.44,,,
,,4670,-0.16,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,4660,-0.21,-0.07,-0.38,,,
,,4680,-0.16,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,4670,-0.21,0.01,-0.29,,,
,,4690,-0.16,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,4680,-0.22,-0.02,-0.33,,,
,,4700,-0.16,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,4690,-0.21,-0.04,-0.34,,,
,,4710,-0.17,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,4700,-0.21,0.04,-0.26,,,
,,4720,-0.17,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4710,-0.21,-0.02,-0.31,,,
,,4730,-0.18,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4720,-0.21,-0.08,-0.37,,,
,,4740,-0.18,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4730,-0.21,0.05,-0.24,,,
,,4750,-0.19,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4740,-0.21,0.08,-0.21,,,
,,4760,-0.19,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4750,-0.21,-0.05,-0.33,,,
,,4770,-0.19,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4760,-0.21,-0.01,-0.27,,,
,,4780,-0.2,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4770,-0.21,0.14,-0.12,,,
,,4790,-0.2,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,4780,-0.2,-0.01,-0.28,,,
,,4800,-0.21,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4790,-0.2,-0.25,-0.53,,,
,,4810,-0.21,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,4800,-0.2,-0.12,-0.39,,,
,,4820,-0.21,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,4810,-0.19,0.08,-0.18,,,
,,4830,-0.22,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4820,-0.19,0.02,-0.24,,,
,,4840,-0.22,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,4830,-0.19,-0.06,-0.31,,,
,,4850,-0.21,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4840,-0.19,-0.07,-0.32,,,
,,4860,-0.21,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4850,-0.19,-0.21,-0.46,,,
,,4870,-0.21,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4860,-0.19,-0.27,-0.53,,,
,,4880,-0.21,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4870,-0.18,-0.08,-0.34,,,
,,4890,-0.22,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4880,-0.18,0.04,-0.21,,,
,,4900,-0.21,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4890,-0.18,-0.18,-0.43,,,
,,4910,-0.21,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4900,-0.18,-0.19,-0.43,,,
,,4920,-0.21,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4910,-0.19,-0.01,-0.25,,,
,,4930,-0.21,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4920,-0.19,-0.05,-0.3,,,
,,4940,-0.21,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,4930,-0.19,-0.21,-0.48,,,
,,4950,-0.21,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4940,-0.19,-0.17,-0.44,,,
,,4960,-0.21,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4950,-0.19,0.01,-0.26,,,
,,4970,-0.21,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,4960,-0.19,-0.07,-0.34,,,
,,4980,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,4970,-0.2,-0.13,-0.41,,,
,,4990,-0.21,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,4980,-0.2,-0.08,-0.36,,,
,,5000,-0.22,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,4990,-0.2,-0.07,-0.35,,,
,,5010,-0.22,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5000,-0.2,-0.13,-0.41,,,
,,5020,-0.23,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,5010,-0.21,-0.07,-0.35,,,
,,5030,-0.23,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,5020,-0.21,-0.02,-0.31,,,
,,5040,-0.23,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5030,-0.21,-0.09,-0.38,,,
,,5050,-0.24,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,5040,-0.21,-0.11,-0.4,,,
,,5060,-0.24,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,5050,-0.22,-0.09,-0.38,,,
,,5070,-0.25,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,5060,-0.23,-0.09,-0.4,,,
,,5080,-0.25,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,5070,-0.23,-0.09,-0.38,,,
,,5090,-0.25,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5080,-0.23,-0.01,-0.29,,,
,,5100,-0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,5090,-0.23,-0.11,-0.4,,,
,,5110,-0.26,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,5100,-0.23,-0.27,-0.57,,,
,,5120,-0.26,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5110,-0.24,-0.18,-0.48,,,
,,5130,-0.26,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,5120,-0.24,-0.04,-0.34,,,
,,5140,-0.26,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,5130,-0.24,-0.08,-0.39,,,
,,5150,-0.26,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,5140,-0.24,-0.14,-0.46,,,
,,5160,-0.26,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5150,-0.23,-0.07,-0.38,,,
,,5170,-0.26,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5160,-0.23,-0.11,-0.42,,,
,,5180,-0.25,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,5170,-0.23,-0.2,-0.52,,,
,,5190,-0.25,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,5180,-0.23,-0.21,-0.53,,,
,,5200,-0.25,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,5190,-0.23,-0.15,-0.47,,,
,,5210,-0.25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5200,-0.23,-0.12,-0.44,,,
,,5220,-0.25,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,5210,-0.22,0.01,-0.31,,,
,,5230,-0.24,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,5220,-0.22,0.12,-0.19,,,
,,5240,-0.24,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,5230,-0.22,-0.1,-0.42,,,
,,5250,-0.23,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5240,-0.22,-0.34,-0.67,,,
,,5260,-0.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,5250,-0.22,-0.17,-0.5,,,
,,5270,-0.23,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,5260,-0.21,0.16,-0.17,,,
,,5280,-0.23,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,5270,-0.21,0.1,-0.23,,,
,,5290,-0.23,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5280,-0.21,-0.14,-0.47,,,
,,5300,-0.23,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5290,-0.2,-0.11,-0.44,,,
,,5310,-0.23,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,5300,-0.2,0.08,-0.26,,,
,,5320,-0.23,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,5310,-0.2,0.02,-0.32,,,
,,5330,-0.23,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,5320,-0.2,-0.08,-0.43,,,
,,5340,-0.23,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,5330,-0.2,-0.02,-0.36,,,
,,5350,-0.23,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,5340,-0.2,0.05,-0.3,,,
,,5360,-0.24,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,5350,-0.2,0,-0.33,,,
,,5370,-0.24,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5360,-0.2,-0.06,-0.38,,,
,,5380,-0.24,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5370,-0.2,-0.03,-0.36,,,
,,5390,-0.24,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5380,-0.2,-0.06,-0.39,,,
,,5400,-0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,5390,-0.2,-0.09,-0.44,,,
,,5410,-0.24,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,5400,-0.2,-0.08,-0.43,,,
,,5420,-0.24,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,5410,-0.2,-0.08,-0.42,,,
,,5430,-0.24,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,5420,-0.2,-0.09,-0.42,,,
,,5440,-0.24,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,5430,-0.2,-0.1,-0.43,,,
,,5450,-0.23,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,5440,-0.2,-0.08,-0.41,,,
,,5460,-0.23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5450,-0.21,-0.1,-0.43,,,
,,5470,-0.23,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5460,-0.21,-0.1,-0.42,,,
,,5480,-0.22,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,5470,-0.21,-0.08,-0.42,,,
,,5490,-0.21,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,5480,-0.21,-0.12,-0.45,,,
,,5500,-0.21,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,5490,-0.22,-0.12,-0.45,,,
,,5510,-0.2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,5500,-0.22,-0.14,-0.46,,,
,,5520,-0.2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,5510,-0.22,-0.18,-0.5,,,
,,5530,-0.2,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,5520,-0.22,-0.19,-0.51,,,
,,5540,-0.2,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,5530,-0.22,-0.08,-0.4,,,
,,5550,-0.19,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,5540,-0.22,-0.06,-0.39,,,
,,5560,-0.19,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,5550,-0.22,-0.21,-0.54,,,
,,5570,-0.18,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,5560,-0.22,-0.24,-0.56,,,
,,5580,-0.18,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,5570,-0.23,-0.08,-0.4,,,
,,5590,-0.17,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5580,-0.23,-0.07,-0.38,,,
,,5600,-0.17,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5590,-0.22,-0.24,-0.55,,,
,,5610,-0.17,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,5600,-0.22,-0.24,-0.56,,,
,,5620,-0.17,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,5610,-0.22,-0.04,-0.37,,,
,,5630,-0.17,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,5620,-0.22,-0.01,-0.34,,,
,,5640,-0.17,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5630,-0.22,-0.16,-0.49,,,
,,5650,-0.17,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,5640,-0.22,-0.16,-0.48,,,
,,5660,-0.17,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5650,-0.22,-0.08,-0.4,,,
,,5670,-0.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,5660,-0.22,-0.11,-0.44,,,
,,5680,-0.16,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5670,-0.21,-0.16,-0.48,,,
,,5690,-0.16,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5680,-0.21,-0.09,-0.42,,,
,,5700,-0.16,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5690,-0.21,-0.04,-0.37,,,
,,5710,-0.16,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,5700,-0.2,-0.11,-0.44,,,
,,5720,-0.17,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,5710,-0.2,-0.12,-0.45,,,
,,5730,-0.16,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,5720,-0.2,-0.08,-0.42,,,
,,5740,-0.16,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,5730,-0.2,-0.12,-0.45,,,
,,5750,-0.17,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,5740,-0.19,-0.15,-0.48,,,
,,5760,-0.17,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,5750,-0.19,-0.11,-0.44,,,
,,5770,-0.17,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,5760,-0.19,-0.09,-0.42,,,
,,5780,-0.17,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,5770,-0.19,-0.15,-0.48,,,
,,5790,-0.17,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,5780,-0.19,-0.1,-0.43,,,
,,5800,-0.17,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,5790,-0.18,-0.06,-0.38,,,
,,5810,-0.18,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,5800,-0.18,-0.12,-0.45,,,
,,5820,-0.18,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,5810,-0.18,-0.18,-0.5,,,
,,5830,-0.19,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,5820,-0.18,-0.11,-0.44,,,
,,5840,-0.19,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,5830,-0.18,-0.11,-0.43,,,
,,5850,-0.2,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,5840,-0.18,-0.16,-0.48,,,
,,5860,-0.21,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,5850,-0.18,-0.09,-0.41,,,
,,5870,-0.21,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,5860,-0.18,-0.06,-0.39,,,
,,5880,-0.22,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,5870,-0.18,-0.16,-0.49,,,
,,5890,-0.22,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,5880,-0.18,-0.19,-0.53,,,
,,5900,-0.22,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,5890,-0.18,-0.06,-0.39,,,
,,5910,-0.23,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,5900,-0.18,-0.04,-0.37,,,
,,5920,-0.24,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,5910,-0.18,-0.14,-0.47,,,
,,5930,-0.25,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,5920,-0.18,-0.14,-0.48,,,
,,5940,-0.26,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,5930,-0.18,-0.11,-0.46,,,
,,5950,-0.27,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,5940,-0.18,-0.15,-0.5,,,
,,5960,-0.29,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,5950,-0.18,-0.09,-0.44,,,
,,5970,-0.3,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,5960,-0.19,0.02,-0.33,,,
,,5980,-0.32,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,5970,-0.19,-0.1,-0.45,,,
,,5990,-0.33,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,5980,-0.19,-0.19,-0.55,,,
,,6000,-0.35,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,5990,-0.19,-0.1,-0.46,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,-0.19,-0.07,-0.43,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6010,-0.19,-0.18,-0.54,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020,-0.19,-0.15,-0.51,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6030,-0.19,-0.03,-0.39,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040,-0.19,-0.13,-0.48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6050,-0.19,-0.19,-0.54,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6060,-0.18,-0.13,-0.48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6070,-0.19,-0.16,-0.51,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6080,-0.19,-0.23,-0.58,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6090,-0.19,-0.12,-0.47,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100,-0.19,-0.05,-0.39,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6110,-0.19,-0.23,-0.57,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6120,-0.18,-0.29,-0.64,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6130,-0.18,-0.12,-0.47,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6140,-0.18,-0.15,-0.48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6150,-0.18,-0.33,-0.68,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160,-0.18,-0.18,-0.53,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6170,-0.17,0.05,-0.29,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180,-0.17,-0.13,-0.47,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190,-0.17,-0.34,-0.69,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200,-0.17,-0.16,-0.52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6210,-0.17,-0.01,-0.36,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220,-0.16,-0.13,-0.48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6230,-0.16,-0.14,-0.5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240,-0.16,-0.07,-0.42,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250,-0.16,-0.14,-0.48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6260,-0.15,-0.2,-0.55,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6270,-0.16,-0.05,-0.39,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6280,-0.15,-0.02,-0.35,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6290,-0.15,-0.08,-0.42,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300,-0.15,-0.08,-0.43,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6310,-0.15,-0.14,-0.48,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320,-0.15,-0.24,-0.57,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330,-0.15,-0.18,-0.52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6340,-0.15,-0.04,-0.37,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6350,-0.15,-0.21,-0.53,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6360,-0.15,-0.27,-0.6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6370,-0.16,-0.08,-0.41,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6380,-0.16,-0.12,-0.45,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6390,-0.16,-0.33,-0.66,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,-0.16,-0.25,-0.57,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410,-0.16,-0.04,-0.36,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6420,-0.17,-0.2,-0.52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6430,-0.16,-0.32,-0.64,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6440,-0.16,-0.12,-0.44,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6450,-0.17,-0.15,-0.46,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6460,-0.16,-0.39,-0.7,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6470,-0.17,-0.21,-0.53,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6480,-0.17,0.1,-0.21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6490,-0.17,-0.18,-0.48,,,
